GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,House/Bungalow,Flat/Apartment/BedSit,Caravan/Mobile home/Temperory,% House/Bungalow,% Flat/Apartment/BedSit,% Caravan/Mobile home/Temperory
237005002,8008,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,25,45,0,35.7,64.3,0
237005003,8009,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,21,39,0,35,65,0
237005004,8010,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,90,13,0,87.4,12.6,0
237005005,8011,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,63,12,0,84,16,0
237005006,8012,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,36,27,0,57.1,42.9,0
237005007,8013,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,26,47,0,35.6,64.4,0
237005008,8014,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,58,35,0,62.4,37.6,0
237005009,8015,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,129,0,0,100,0,0
237005010,8016,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,109,4,0,96.5,3.5,0
237005011,8017,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,93,7,0,93,7,0
237005012,8018,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,119,1,0,99.2,0.8,0
237005013,8019,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,88,8,0,91.7,8.3,0
237005014,8020,002 Athlone West Urban,002 Athlone West Urban,Westmeath,RoI,99,0,0,100,0,0
237006001,8051,004 Auburn,004 Auburn,Westmeath,RoI,82,0,0,100,0,0
237006002,8052,004 Auburn,004 Auburn,Westmeath,RoI,69,0,0,100,0,0
237006003,8053,004 Auburn,004 Auburn,Westmeath,RoI,84,1,1,97.7,1.2,1.2
237007001,8152,054/085 Ballinalack/Lackan,054/085 Ballinalack/Lackan,Westmeath,RoI,65,0,0,100,0,0
237007002,8153,054/085 Ballinalack/Lackan,054/085 Ballinalack/Lackan,Westmeath,RoI,68,1,0,98.6,1.4,0
237008001,8115,034 Ballinlough,034 Ballinlough,Westmeath,RoI,51,0,0,100,0,0
237009001,8158,056 Ballymorin,056 Ballymorin,Westmeath,RoI,106,4,0,96.4,3.6,0
237010001,8054,005 Ballybroder,005 Ballybroder,Westmeath,RoI,69,0,1,98.6,0,1.4
237011001,8116,035 Ballyhealy,035 Ballyhealy,Westmeath,RoI,92,0,2,97.9,0,2.1
237012001,8155,055 Ballykilmore,055 Ballykilmore,Westmeath,RoI,68,3,0,95.8,4.2,0
237012002,8156,055 Ballykilmore,055 Ballykilmore,Westmeath,RoI,103,0,1,99,0,1
237012003,8157,055 Ballykilmore,055 Ballykilmore,Westmeath,RoI,73,0,0,100,0,0
237013001,8098,019 Ballymore,019 Ballymore,Westmeath,RoI,114,1,0,99.1,0.9,0
237013002,8099,019 Ballymore,019 Ballymore,Westmeath,RoI,127,1,0,99.2,0.8,0
237014001,8159,057 Ballynagore,057 Ballynagore,Westmeath,RoI,109,2,0,98.2,1.8,0
237014002,8160,057 Ballynagore,057 Ballynagore,Westmeath,RoI,76,0,0,100,0,0
237015001,8117,036 Ballynaskeagh,036 Ballynaskeagh,Westmeath,RoI,81,0,1,98.8,0,1.2
237016001,8055,006 Bellanalack,006 Bellanalack,Westmeath,RoI,108,0,1,99.1,0,0.9
237016002,8056,006 Bellanalack,006 Bellanalack,Westmeath,RoI,79,0,0,100,0,0
237017001,8161,058 Belvidere,058 Belvidere,Westmeath,RoI,119,0,0,100,0,0
237017002,8162,058 Belvidere,058 Belvidere,Westmeath,RoI,119,9,0,93,7,0
237018001,8106,026 Boherquill,026 Boherquill,Westmeath,RoI,52,0,1,98.1,0,1.9
237019001,8118,037 Bracklin,037 Bracklin,Westmeath,RoI,86,0,0,100,0,0
237020001,8057,007 Carn,007 Carn,Westmeath,RoI,85,0,0,100,0,0
237020002,8058,007 Carn,007 Carn,Westmeath,RoI,75,0,0,100,0,0
237020003,8059,007 Carn,007 Carn,Westmeath,RoI,81,0,0,100,0,0
237021001,8163,059 Carrick,059 Carrick,Westmeath,RoI,104,0,0,100,0,0
237022001,8164,060 Castle,060 Castle,Westmeath,RoI,85,0,0,100,0,0
237022002,8165,060 Castle,060 Castle,Westmeath,RoI,54,46,0,54,46,0
237022003,8166,060 Castle,060 Castle,Westmeath,RoI,115,1,0,99.1,0.9,0
237023001,8060,008 Castledaly,008 Castledaly,Westmeath,RoI,68,3,1,94.4,4.2,1.4
237023002,8061,008 Castledaly,008 Castledaly,Westmeath,RoI,87,0,0,100,0,0
237023003,8062,008 Castledaly,008 Castledaly,Westmeath,RoI,76,1,0,98.7,1.3,0
237024001,8167,061 Castlelost,061 Castlelost,Westmeath,RoI,105,1,0,99.1,0.9,0
237024002,8168,061 Castlelost,061 Castlelost,Westmeath,RoI,75,1,0,98.7,1.3,0
237024003,8169,061 Castlelost,061 Castlelost,Westmeath,RoI,77,0,0,100,0,0
237024004,8170,061 Castlelost,061 Castlelost,Westmeath,RoI,75,0,0,100,0,0
237024005,8171,061 Castlelost,061 Castlelost,Westmeath,RoI,101,0,0,100,0,0
237024006,8172,061 Castlelost,061 Castlelost,Westmeath,RoI,117,5,0,95.9,4.1,0
237025001,8173,062 Castletown,062 Castletown,Westmeath,RoI,72,0,0,100,0,0
237025002,8174,062 Castletown,062 Castletown,Westmeath,RoI,106,0,0,100,0,0
237025003,8175,062 Castletown,062 Castletown,Westmeath,RoI,75,0,0,100,0,0
237026001,8176,063 Churchtown,063 Churchtown,Westmeath,RoI,95,3,1,96,3,1
237027001,8177,064 Cloghan,064 Cloghan,Westmeath,RoI,107,0,1,99.1,0,0.9
237028001,8119,038 Clonarney,038 Clonarney,Westmeath,RoI,80,1,2,96.4,1.2,2.4
237028002,8120,038 Clonarney,038 Clonarney,Westmeath,RoI,73,1,3,94.8,1.3,3.9
237029001,8178,065 Clonfad,065 Clonfad,Westmeath,RoI,97,0,0,100,0,0
237029002,8179,065 Clonfad,065 Clonfad,Westmeath,RoI,102,1,1,98.1,1,1
237030001,8180,066 Clonlost,066 Clonlost,Westmeath,RoI,79,0,1,98.8,0,1.3
237030002,8181,066 Clonlost,066 Clonlost,Westmeath,RoI,75,1,0,98.7,1.3,0
237031001,8121,039 Collinstown,039 Collinstown,Westmeath,RoI,114,6,0,95,5,0
237031002,8122,039 Collinstown,039 Collinstown,Westmeath,RoI,65,0,0,100,0,0
237032001,8107,027 Coole,027 Coole,Westmeath,RoI,87,0,2,97.8,0,2.2
237033001,8108,028 Coolure,028 Coolure,Westmeath,RoI,101,9,0,91.8,8.2,0
237034001,8123,040 Copperalley,040 Copperalley,Westmeath,RoI,99,0,1,99,0,1
237035001,8124,041 Delvin,041 Delvin,Westmeath,RoI,98,6,0,94.2,5.8,0
237035002,8125,041 Delvin,041 Delvin,Westmeath,RoI,119,3,0,97.5,2.5,0
237035003,8126,041 Delvin,041 Delvin,Westmeath,RoI,62,0,0,100,0,0
237035004,8127,041 Delvin,041 Delvin,Westmeath,RoI,74,0,0,100,0,0
237036001,8182,067 Derrymore,067 Derrymore,Westmeath,RoI,90,1,1,97.8,1.1,1.1
237037001,8100,020 Doonis,020 Doonis,Westmeath,RoI,87,0,0,100,0,0
237038001,8101,021 Drumraney,021 Drumraney,Westmeath,RoI,85,0,1,98.8,0,1.2
237039001,8183,068 Dysart,068 Dysart,Westmeath,RoI,85,0,1,98.8,0,1.2
237040001,8184,069 Emper,069 Emper,Westmeath,RoI,75,0,0,100,0,0
237041001,8185,070 Enniscoffey,070 Enniscoffey,Westmeath,RoI,130,1,0,99.2,0.8,0
237042001,8128,042 Faughalstown,042 Faughalstown,Westmeath,RoI,90,1,0,98.9,1.1,0
237043001,8109,029 Finnea,029 Finnea,Westmeath,RoI,94,0,0,100,0,0
237044001,8129,043 Fore East,043 Fore East,Westmeath,RoI,69,0,0,100,0,0
237044002,8130,043 Fore East,043 Fore East,Westmeath,RoI,66,0,0,100,0,0
237045001,8131,044 Fore West,044 Fore West,Westmeath,RoI,126,4,2,95.5,3,1.5
237046001,8186,071 Gaybrook,071 Gaybrook,Westmeath,RoI,130,0,0,100,0,0
237047001,8063,009 Glassan,009 Glassan,Westmeath,RoI,60,3,1,93.8,4.7,1.6
237047002,8064,009 Glassan,009 Glassan,Westmeath,RoI,69,4,0,94.5,5.5,0
237047003,8065,009 Glassan,009 Glassan,Westmeath,RoI,83,3,0,96.5,3.5,0
237047004,8066,009 Glassan,009 Glassan,Westmeath,RoI,60,1,1,96.8,1.6,1.6
237048001,8187,072 Glenlough,072 Glenlough,Westmeath,RoI,68,0,1,98.6,0,1.4
237049001,8110,030 Glore,030 Glore,Westmeath,RoI,60,0,0,100,0,0
237050001,8188,073 Greenpark,073 Greenpark,Westmeath,RoI,82,1,0,98.8,1.2,0
237051001,8189,074 Griffinstown,074 Griffinstown,Westmeath,RoI,87,0,2,97.8,0,2.2
237051002,8190,074 Griffinstown,074 Griffinstown,Westmeath,RoI,83,1,2,96.5,1.2,2.3
237052001,8191,075 Heathstown,075 Heathstown,Westmeath,RoI,88,0,0,100,0,0
237052002,8192,075 Heathstown,075 Heathstown,Westmeath,RoI,74,0,0,100,0,0
237052003,8193,075 Heathstown,075 Heathstown,Westmeath,RoI,63,0,0,100,0,0
237053001,8132,045 Hilltown,045 Hilltown,Westmeath,RoI,99,0,1,99,0,1
237054001,8225,088 Milltown,088 Milltown,Westmeath,RoI,92,1,0,98.9,1.1,0
237055001,8194,076 Hopestown,076 Hopestown,Westmeath,RoI,91,0,0,100,0,0
237055002,8195,076 Hopestown,076 Hopestown,Westmeath,RoI,99,0,0,100,0,0
237056001,8196,077 Huntingdon,077 Huntingdon,Westmeath,RoI,132,0,0,100,0,0
237057001,8197,078 Jamestown,078 Jamestown,Westmeath,RoI,51,0,0,100,0,0
237058001,8198,079 Kilbeggan,079 Kilbeggan,Westmeath,RoI,86,12,0,87.8,12.2,0
237058002,8199,079 Kilbeggan,079 Kilbeggan,Westmeath,RoI,104,4,0,96.3,3.7,0
237058003,8200,079 Kilbeggan,079 Kilbeggan,Westmeath,RoI,114,0,1,99.1,0,0.9
237058004,8201,079 Kilbeggan,079 Kilbeggan,Westmeath,RoI,101,37,2,72.1,26.4,1.4
237058005,8202,079 Kilbeggan,079 Kilbeggan,Westmeath,RoI,127,0,1,99.2,0,0.8
237059001,8203,080 Kilbixy,080 Kilbixy,Westmeath,RoI,110,0,2,98.2,0,1.8
237059002,8204,080 Kilbixy,080 Kilbixy,Westmeath,RoI,94,5,0,94.9,5.1,0
237060001,8133,046 Kilcumny,046 Kilcumny,Westmeath,RoI,68,0,2,97.1,0,2.9
237061001,8067,010 Kilcumreragh,010 Kilcumreragh,Westmeath,RoI,130,2,1,97.7,1.5,0.8
237062001,8205,081 Killare,081 Killare,Westmeath,RoI,118,0,0,100,0,0
237063001,8068,011 Killinure,011 Killinure,Westmeath,RoI,111,3,0,97.4,2.6,0
237064001,8134,047 Killua,047 Killua,Westmeath,RoI,85,1,0,98.8,1.2,0
237064002,8135,047 Killua,047 Killua,Westmeath,RoI,63,0,0,100,0,0
237064003,8136,047 Killua,047 Killua,Westmeath,RoI,67,1,1,97.1,1.4,1.4
237064004,8137,047 Killua,047 Killua,Westmeath,RoI,128,0,0,100,0,0
237065001,8206,082 Killucan,082 Killucan,Westmeath,RoI,84,2,0,97.7,2.3,0
237065002,8207,082 Killucan,082 Killucan,Westmeath,RoI,107,2,0,98.2,1.8,0
237065003,8208,082 Killucan,082 Killucan,Westmeath,RoI,57,14,0,80.3,19.7,0
237065004,8209,082 Killucan,082 Killucan,Westmeath,RoI,73,3,0,96.1,3.9,0
237065005,8210,082 Killucan,082 Killucan,Westmeath,RoI,101,0,0,100,0,0
237065006,8211,082 Killucan,082 Killucan,Westmeath,RoI,103,1,0,99,1,0
237066001,8138,048 Killulagh,048 Killulagh,Westmeath,RoI,71,0,0,100,0,0
237066002,8139,048 Killulagh,048 Killulagh,Westmeath,RoI,81,0,1,98.8,0,1.2
237067001,8140,049 Kilpatrick,049 Kilpatrick,Westmeath,RoI,73,1,0,98.6,1.4,0
237068001,8212,083 Kinnegad,083 Kinnegad,Westmeath,RoI,79,15,0,84,16,0
237068002,8213,083 Kinnegad,083 Kinnegad,Westmeath,RoI,93,17,0,84.5,15.5,0
237068003,8214,083 Kinnegad,083 Kinnegad,Westmeath,RoI,111,0,0,100,0,0
237068004,8215,083 Kinnegad,083 Kinnegad,Westmeath,RoI,98,0,1,99,0,1
237068005,8216,083 Kinnegad,083 Kinnegad,Westmeath,RoI,108,1,0,99.1,0.9,0
237068006,8217,083 Kinnegad,083 Kinnegad,Westmeath,RoI,123,1,0,99.2,0.8,0
237068007,8218,083 Kinnegad,083 Kinnegad,Westmeath,RoI,89,0,0,100,0,0
237068008,8219,083 Kinnegad,083 Kinnegad,Westmeath,RoI,83,9,0,90.2,9.8,0
237068009,8220,083 Kinnegad,083 Kinnegad,Westmeath,RoI,123,6,0,95.3,4.7,0
237069001,8141,050 Kinturk,050 Kinturk,Westmeath,RoI,97,0,0,100,0,0
237069002,8142,050 Kinturk,050 Kinturk,Westmeath,RoI,59,1,0,98.3,1.7,0
237069003,8143,050 Kinturk,050 Kinturk,Westmeath,RoI,70,1,0,98.6,1.4,0
237069004,8144,050 Kinturk,050 Kinturk,Westmeath,RoI,71,2,0,97.3,2.7,0
237069005,8145,050 Kinturk,050 Kinturk,Westmeath,RoI,53,1,0,98.1,1.9,0
237069006,8146,050 Kinturk,050 Kinturk,Westmeath,RoI,53,2,0,96.4,3.6,0
237069007,8147,050 Kinturk,050 Kinturk,Westmeath,RoI,36,0,0,100,0,0
237070001,8111,031 Knockarrow,031 Knockarrow,Westmeath,RoI,45,0,0,100,0,0
237071001,8221,084 Knockdrim,084 Knockdrim,Westmeath,RoI,87,0,2,97.8,0,2.2
237071002,8222,084 Knockdrim,084 Knockdrim,Westmeath,RoI,91,0,1,98.9,0,1.1
237072001,8154,054/085 Ballinalack/Lackan,054/085 Ballinalack/Lackan,Westmeath,RoI,30,0,1,96.8,0,3.2
237073001,8223,086 Lauree,086 Lauree,Westmeath,RoI,75,0,0,100,0,0
237074001,8224,087 Middleton,087 Middleton,Westmeath,RoI,107,2,0,98.2,1.8,0
237075001,8069,012 Moate,012 Moate,Westmeath,RoI,77,0,0,100,0,0
237075002,8070,012 Moate,012 Moate,Westmeath,RoI,110,0,0,100,0,0
237075003,8071,012 Moate,012 Moate,Westmeath,RoI,139,0,0,100,0,0
237075004,8072,012 Moate,012 Moate,Westmeath,RoI,74,31,1,69.8,29.2,0.9
237075005,8073,012 Moate,012 Moate,Westmeath,RoI,30,33,0,47.6,52.4,0
237075006,8074,012 Moate,012 Moate,Westmeath,RoI,74,2,0,97.4,2.6,0
237075007,8075,012 Moate,012 Moate,Westmeath,RoI,111,0,0,100,0,0
237075008,8076,012 Moate,012 Moate,Westmeath,RoI,76,1,0,98.7,1.3,0
237075009,8077,012 Moate,012 Moate,Westmeath,RoI,70,0,0,100,0,0
237075010,8078,012 Moate,012 Moate,Westmeath,RoI,105,2,0,98.1,1.9,0
237075011,8079,012 Moate,012 Moate,Westmeath,RoI,127,0,1,99.2,0,0.8
237075012,8080,012 Moate,012 Moate,Westmeath,RoI,60,12,0,83.3,16.7,0
237076001,8081,013 Mount Temple,013 Mount Temple,Westmeath,RoI,101,0,1,99,0,1
237076002,8082,013 Mount Temple,013 Mount Temple,Westmeath,RoI,97,0,2,98,0,2
237077001,8083,014 Moydrum,014 Moydrum,Westmeath,RoI,64,8,0,88.9,11.1,0
237077002,8084,014 Moydrum,014 Moydrum,Westmeath,RoI,67,0,0,100,0,0
237077003,8085,014 Moydrum,014 Moydrum,Westmeath,RoI,67,0,0,100,0,0
237077004,8086,014 Moydrum,014 Moydrum,Westmeath,RoI,86,0,0,100,0,0
237077005,8087,014 Moydrum,014 Moydrum,Westmeath,RoI,121,1,4,96,0.8,3.2
237077006,8088,014 Moydrum,014 Moydrum,Westmeath,RoI,64,3,0,95.5,4.5,0
237077007,8089,014 Moydrum,014 Moydrum,Westmeath,RoI,78,1,0,98.7,1.3,0
237077008,8090,014 Moydrum,014 Moydrum,Westmeath,RoI,129,0,0,100,0,0
237077009,8091,014 Moydrum,014 Moydrum,Westmeath,RoI,132,1,0,99.2,0.8,0
237077010,8092,014 Moydrum,014 Moydrum,Westmeath,RoI,118,0,0,100,0,0
237078001,8093,015 Muckanagh,015 Muckanagh,Westmeath,RoI,61,0,0,100,0,0
237079001,8226,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,98,0,0,100,0,0
237079002,8227,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,70,0,0,100,0,0
237079003,8228,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,93,0,0,100,0,0
237079004,8229,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,105,0,0,100,0,0
237079005,8230,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,109,7,0,94,6,0
237079006,8231,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,86,1,0,98.9,1.1,0
237079007,8232,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,94,0,0,100,0,0
237079008,8233,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,107,2,0,98.2,1.8,0
237079009,8234,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,89,1,0,98.9,1.1,0
237079010,8235,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,43,0,0,100,0,0
237079011,8236,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,83,0,0,100,0,0
237079012,8237,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,78,1,0,98.7,1.3,0
237079013,8238,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,99,0,0,100,0,0
237079014,8239,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,95,3,0,96.9,3.1,0
237079015,8240,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,128,5,0,96.2,3.8,0
237079016,8241,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,68,0,0,100,0,0
237079017,8242,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,99,1,0,99,1,0
237079018,8243,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,97,1,0,99,1,0
237079019,8244,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,85,0,0,100,0,0
237079020,8245,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,78,1,0,98.7,1.3,0
237079021,8246,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,79,4,6,88.8,4.5,6.7
237079022,8247,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,62,15,0,80.5,19.5,0
237079023,8248,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,51,9,0,85,15,0
237079024,8249,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,113,0,0,100,0,0
237079025,8250,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,111,0,0,100,0,0
237079026,8251,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,86,0,0,100,0,0
237079027,8252,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,110,1,0,99.1,0.9,0
237079028,8253,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,106,0,0,100,0,0
237079029,8254,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,122,0,0,100,0,0
237079030,8255,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,96,0,0,100,0,0
237079031,8256,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,59,17,0,77.6,22.4,0
237079032,8257,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,90,0,0,100,0,0
237079033,8258,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,83,3,0,96.5,3.5,0
237079034,8259,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,66,32,0,67.3,32.7,0
237079035,8260,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,76,0,0,100,0,0
237079036,8261,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,135,0,0,100,0,0
237079037,8262,089 Mullingar Rural,089 Mullingar Rural,Westmeath,RoI,79,1,0,98.8,1.3,0
237080001,8286,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,72,31,0,69.9,30.1,0
237080002,8287,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,70,0,0,100,0,0
237080003,8288,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,11,92,0,10.7,89.3,0
237080004,8289,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,89,2,0,97.8,2.2,0
237080005,8290,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,90,0,0,100,0,0
237080006,8291,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,11,45,0,19.6,80.4,0
237080007,8292,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,10,65,0,13.3,86.7,0
237080008,8293,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,28,33,0,45.9,54.1,0
237080009,8294,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,51,39,0,56.7,43.3,0
237080010,8295,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,76,0,0,100,0,0
237080011,8296,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,67,43,0,60.9,39.1,0
237080012,8297,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,119,0,0,100,0,0
237080013,8298,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,63,35,0,64.3,35.7,0
237080014,8299,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,59,3,0,95.2,4.8,0
237080015,8300,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,31,37,0,45.6,54.4,0
237080016,8301,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,76,0,0,100,0,0
237080017,8302,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,101,3,0,97.1,2.9,0
237080018,8303,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,81,1,0,98.8,1.2,0
237080019,8304,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,89,6,0,93.7,6.3,0
237080020,8305,091 Mullingar South Urban,091 Mullingar South Urban,Westmeath,RoI,72,19,0,79.1,20.9,0
237081001,8306,092 Multyfarnham,092 Multyfarnham,Westmeath,RoI,79,1,1,97.5,1.2,1.2
237081002,8307,092 Multyfarnham,092 Multyfarnham,Westmeath,RoI,111,1,5,94.9,0.9,4.3
237082001,8308,093 Newtown,093 Newtown,Westmeath,RoI,72,0,0,100,0,0
237083001,8102,022 Noughaval,022 Noughaval,Westmeath,RoI,128,0,0,100,0,0
237084001,8309,094 Owel,094 Owel,Westmeath,RoI,82,0,0,100,0,0
237084002,8310,094 Owel,094 Owel,Westmeath,RoI,74,0,0,100,0,0
237085001,8103,023 Piercetown,023 Piercetown,Westmeath,RoI,37,0,0,100,0,0
237086001,8311,095 Portloman,095 Portloman,Westmeath,RoI,104,1,0,99,1,0
237087001,8312,096 Raharney,096 Raharney,Westmeath,RoI,83,0,0,100,0,0
237087002,8313,096 Raharney,096 Raharney,Westmeath,RoI,84,0,1,98.8,0,1.2
237088001,8314,097 Rahugh,097 Rahugh,Westmeath,RoI,105,0,0,100,0,0
237089001,8315,098 Rathconrath,098 Rathconrath,Westmeath,RoI,123,0,0,100,0,0
237090001,8112,032 Rathowen,032 Rathowen,Westmeath,RoI,54,2,2,93.1,3.4,3.4
237090002,8113,032 Rathowen,032 Rathowen,Westmeath,RoI,60,0,1,98.4,0,1.6
237091001,8148,051 Riverdale,051 Riverdale,Westmeath,RoI,67,0,1,98.5,0,1.5
237091002,8149,051 Riverdale,051 Riverdale,Westmeath,RoI,68,0,1,98.6,0,1.4
237092001,8150,052 Rosmead,052 Rosmead,Westmeath,RoI,98,0,3,97,0,3
237093001,8316,099 Russellstown,099 Russellstown,Westmeath,RoI,73,0,0,100,0,0
237093002,8317,099 Russellstown,099 Russellstown,Westmeath,RoI,85,1,0,98.8,1.2,0
237094001,8318,100 Skeagh,100 Skeagh,Westmeath,RoI,92,2,0,97.9,2.1,0
237095001,8319,101 Sonna,101 Sonna,Westmeath,RoI,100,0,1,99,0,1
237096001,8320,102 Stonehall,102 Stonehall,Westmeath,RoI,71,1,0,98.6,1.4,0
237097001,8321,103 Streamstown,103 Streamstown,Westmeath,RoI,120,1,0,99.2,0.8,0
237098001,8114,033 Street,033 Street,Westmeath,RoI,111,0,0,100,0,0
237099001,8322,104 Taghmon,104 Taghmon,Westmeath,RoI,64,1,1,97,1.5,1.5
237099002,8323,104 Taghmon,104 Taghmon,Westmeath,RoI,71,0,0,100,0,0
237100001,8104,024 Templepatrick,024 Templepatrick,Westmeath,RoI,72,0,1,98.6,0,1.4
237101001,8094,016 Tubbrit,016 Tubbrit,Westmeath,RoI,122,1,2,97.6,0.8,1.6
237101002,8095,016 Tubbrit,016 Tubbrit,Westmeath,RoI,100,0,1,99,0,1
237102001,8324,105 Tullaghan,105 Tullaghan,Westmeath,RoI,125,1,1,98.4,0.8,0.8
237103001,8096,017 Umma,017 Umma,Westmeath,RoI,90,1,0,98.9,1.1,0
237104001,8105,025 Winetown,025 Winetown,Westmeath,RoI,44,0,0,100,0,0
237105001,8325,106 Woodland,106 Woodland,Westmeath,RoI,100,0,1,99,0,1
237106001,8263,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,79,10,0,88.8,11.2,0
237106002,8264,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,106,2,0,98.1,1.9,0
237106003,8265,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,70,16,0,81.4,18.6,0
237106004,8266,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,74,0,0,100,0,0
237106005,8267,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,116,0,0,100,0,0
237106006,8268,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,74,0,0,100,0,0
237106007,8269,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,19,61,0,23.8,76.3,0
237106008,8270,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,67,15,0,81.7,18.3,0
237106009,8271,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,122,1,0,99.2,0.8,0
237106010,8272,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,24,32,0,42.9,57.1,0
237106011,8273,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,39,38,0,50.6,49.4,0
237106012,8274,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,39,31,0,55.7,44.3,0
237106013,8275,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,77,14,0,84.6,15.4,0
237106014,8276,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,59,15,0,79.7,20.3,0
237106015,8277,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,134,3,1,97.1,2.2,0.7
237106016,8278,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,77,0,0,100,0,0
237106017,8279,090 Mullingar North Urban,090 Mullingar North Urban,Westmeath,RoI,58,18,0,76.3,23.7,0
